Surname,ApproximateNumber,%Frequency,Rank,Percent,Cumulative_percent
MASTROPIETRO,2487,0.001,17667,1.46425747503441e-05,0.5632998506458129
MASUDA,2487,0.001,17251,1.46425747503441e-05,0.5633144932205633
MATA,24870,0.01,1197,0.000146425747503441,0.5634609189680667
MATAMOROS,2487,0.001,18577,1.46425747503441e-05,0.5634755615428171
MATAS,2487,0.001,18099,1.46425747503441e-05,0.5634902041175675
MATCHETT,2487,0.001,13225,1.46425747503441e-05,0.5635048466923178
MATEER,2487,0.001,16838,1.46425747503441e-05,0.5635194892670682
MATEO,4974,0.002,5398,2.92851495006882e-05,0.5635487744165689
MATHENA,2487,0.001,18098,1.46425747503441e-05,0.5635634169913193
MATHENEY,2487,0.001,18576,1.46425747503441e-05,0.5635780595660697
MATHER,4974,0.002,5737,2.92851495006882e-05,0.5636073447155704
MATHERLY,4974,0.002,6746,2.92851495006882e-05,0.5636366298650711
MATHERNE,4974,0.002,5613,2.92851495006882e-05,0.5636659150145719
MATHERS,4974,0.002,6348,2.92851495006882e-05,0.5636952001640726
MATHES,4974,0.002,5188,2.92851495006882e-05,0.5637244853135733
MATHEW,4974,0.002,5440,2.92851495006882e-05,0.5637537704630741
MATHEWS,52227,0.021,552,0.0003074940697572261,0.5640612645328313
MATHEWSON,4974,0.002,7393,2.92851495006882e-05,0.5640905496823321
MATHIESON,2487,0.001,15749,1.46425747503441e-05,0.5641051922570824
MATHIEU,4974,0.002,7318,2.92851495006882e-05,0.5641344774065832
MATHIS,59688,0.024,483,0.00035142179400825843,0.5644858992005914
MATHISON,4974,0.002,5334,2.92851495006882e-05,0.5645151843500922
MATIS,2487,0.001,18575,1.46425747503441e-05,0.5645298269248425
MATOS,17409,0.006999999999999999,1846,0.0001024980232524087,0.564632324948095
MATRANGA,2487,0.001,13992,1.46425747503441e-05,0.5646469675228454
MATSUDA,2487,0.001,12570,1.46425747503441e-05,0.5646616100975957
MATSUMOTO,2487,0.001,9423,1.46425747503441e-05,0.5646762526723461
MATSUMURA,2487,0.001,17250,1.46425747503441e-05,0.5646908952470965
MATT,2487,0.001,9105,1.46425747503441e-05,0.5647055378218468
MATTA,4974,0.002,6308,2.92851495006882e-05,0.5647348229713476
MATTE,2487,0.001,9216,1.46425747503441e-05,0.564749465546098
MATTEO,2487,0.001,17249,1.46425747503441e-05,0.5647641081208483
MATTER,2487,0.001,13712,1.46425747503441e-05,0.5647787506955987
MATTERA,2487,0.001,18097,1.46425747503441e-05,0.564793393270349
MATTERN,2487,0.001,7816,1.46425747503441e-05,0.5648080358450994
MATTES,2487,0.001,16435,1.46425747503441e-05,0.5648226784198498
MATTHES,2487,0.001,10870,1.46425747503441e-05,0.5648373209946002
MATTHEWS,139272,0.055999999999999994,169,0.0008199841860192696,0.5656573051806194
MATTHIAS,2487,0.001,10597,1.46425747503441e-05,0.5656719477553698
MATTHIES,2487,0.001,14833,1.46425747503441e-05,0.5656865903301201
MATTIA,2487,0.001,17248,1.46425747503441e-05,0.5657012329048705
MATTICE,2487,0.001,12002,1.46425747503441e-05,0.5657158754796209
MATTIE,2487,0.001,13991,1.46425747503441e-05,0.5657305180543712
MATTIS,2487,0.001,10736,1.46425747503441e-05,0.5657451606291216
MATTOCKS,2487,0.001,13990,1.46425747503441e-05,0.565759803203872
MATTOON,2487,0.001,15418,1.46425747503441e-05,0.5657744457786223
MATUS,2487,0.001,11188,1.46425747503441e-05,0.5657890883533727
MATZ,4974,0.002,7140,2.92851495006882e-05,0.5658183735028735
MATZKE,2487,0.001,17247,1.46425747503441e-05,0.5658330160776238
MAUCH,2487,0.001,16089,1.46425747503441e-05,0.5658476586523742
MAUCK,2487,0.001,11343,1.46425747503441e-05,0.5658623012271246
MAUDLIN,2487,0.001,17246,1.46425747503441e-05,0.5658769438018749
MAUER,2487,0.001,12001,1.46425747503441e-05,0.5658915863766253
MAUGHAN,2487,0.001,12379,1.46425747503441e-05,0.5659062289513757
MAUK,2487,0.001,9803,1.46425747503441e-05,0.565920871526126
MAUL,2487,0.001,16837,1.46425747503441e-05,0.5659355141008764
MAULE,2487,0.001,18096,1.46425747503441e-05,0.5659501566756268
MAULTSBY,2487,0.001,18574,1.46425747503441e-05,0.5659647992503771
MAUNEY,2487,0.001,7741,1.46425747503441e-05,0.5659794418251275
MAURER,17409,0.006999999999999999,1776,0.0001024980232524087,0.56608193984838
MAURICE,4974,0.002,6955,2.92851495006882e-05,0.5661112249978807
MAURICIO,2487,0.001,8550,1.46425747503441e-05,0.5661258675726311
MAURIELLO,2487,0.001,17245,1.46425747503441e-05,0.5661405101473814
MAURIN,2487,0.001,14832,1.46425747503441e-05,0.5661551527221318
MAURY,2487,0.001,14552,1.46425747503441e-05,0.5661697952968822
MAUS,2487,0.001,7815,1.46425747503441e-05,0.5661844378716325
MAUST,2487,0.001,15748,1.46425747503441e-05,0.5661990804463829
MAUZY,2487,0.001,16088,1.46425747503441e-05,0.5662137230211333
MAX,2487,0.001,11823,1.46425747503441e-05,0.5662283655958836
MAXIE,2487,0.001,8117,1.46425747503441e-05,0.566243008170634
MAXIM,2487,0.001,10459,1.46425747503441e-05,0.5662576507453844
MAXON,2487,0.001,9530,1.46425747503441e-05,0.5662722933201347
MAXSON,2487,0.001,7891,1.46425747503441e-05,0.5662869358948851
MAXWELL,69636,0.027999999999999997,404,0.0004099920930096348,0.5666969279878947
MAY,99480,0.04,264,0.000585702990013764,0.5672826309779085
MAYA,4974,0.002,5815,2.92851495006882e-05,0.5673119161274093
MAYBERRY,17409,0.006999999999999999,1916,0.0001024980232524087,0.5674144141506617
MAYE,2487,0.001,7666,1.46425747503441e-05,0.5674290567254121
MAYER,32331,0.013000000000000001,893,0.0001903534717544733,0.5676194101971666
MAYES,27357,0.011000000000000001,1139,0.0001610683222537851,0.5677804785194204
MAYFIELD,29844,0.012,1004,0.00017571089700412921,0.5679561894164245
MAYHALL,2487,0.001,15417,1.46425747503441e-05,0.5679708319911748
MAYHUGH,2487,0.001,15130,1.46425747503441e-05,0.5679854745659252
MAYLE,4974,0.002,6347,2.92851495006882e-05,0.5680147597154259
MAYNARD,44766,0.018000000000000002,657,0.0002635663455061938,0.5682783260609321
MAYNE,2487,0.001,9215,1.46425747503441e-05,0.5682929686356825
MAYNES,2487,0.001,14245,1.46425747503441e-05,0.5683076112104328
MAYNOR,2487,0.001,8038,1.46425747503441e-05,0.5683222537851832
MAYO,34818,0.013999999999999999,845,0.0002049960465048174,0.568527249831688
MAYON,2487,0.001,12000,1.46425747503441e-05,0.5685418924064384
MAYOR,2487,0.001,12780,1.46425747503441e-05,0.5685565349811887
MAYORGA,4974,0.002,6798,2.92851495006882e-05,0.5685858201306895
MAYS,39792,0.016,761,0.0002342811960055056,0.568820101326695
MAYSONET,2487,0.001,15747,1.46425747503441e-05,0.5688347439014454
MAYTON,2487,0.001,12779,1.46425747503441e-05,0.5688493864761958
MAYVILLE,2487,0.001,15746,1.46425747503441e-05,0.5688640290509461
MAYWEATHER,2487,0.001,17666,1.46425747503441e-05,0.5688786716256965
MAZE,4974,0.002,5225,2.92851495006882e-05,0.5689079567751972
MAZIARZ,2487,0.001,16836,1.46425747503441e-05,0.5689225993499476
MAZON,2487,0.001,14831,1.46425747503441e-05,0.568937241924698
MAZUR,4974,0.002,5612,2.92851495006882e-05,0.5689665270741987
MAZUREK,2487,0.001,9935,1.46425747503441e-05,0.5689811696489491
MAZZARELLA,2487,0.001,14830,1.46425747503441e-05,0.5689958122236994
MAZZARIELLO,2487,0.001,16087,1.46425747503441e-05,0.5690104547984498
MAZZELLA,2487,0.001,18095,1.46425747503441e-05,0.5690250973732002
MAZZEO,2487,0.001,13224,1.46425747503441e-05,0.5690397399479505
MAZZOLA,2487,0.001,8631,1.46425747503441e-05,0.5690543825227009
MAZZONE,2487,0.001,10458,1.46425747503441e-05,0.5690690250974513
MCABEE,4974,0.002,5611,2.92851495006882e-05,0.569098310246952
MCADOO,4974,0.002,6797,2.92851495006882e-05,0.5691275953964527
MCADORY,2487,0.001,13711,1.46425747503441e-05,0.5691422379712031
MCALEER,2487,0.001,10457,1.46425747503441e-05,0.5691568805459535
MCALEXANDER,2487,0.001,13989,1.46425747503441e-05,0.5691715231207038
MCALLISTER,27357,0.011000000000000001,1090,0.0001610683222537851,0.5693325914429577
MCALPIN,4974,0.002,7392,2.92851495006882e-05,0.5693618765924584
MCALPINE,4974,0.002,6855,2.92851495006882e-05,0.5693911617419591
MCANALLY,4974,0.002,6905,2.92851495006882e-05,0.5694204468914599
MCANDREW,2487,0.001,8368,1.46425747503441e-05,0.5694350894662102
MCANDREWS,2487,0.001,12778,1.46425747503441e-05,0.5694497320409606
MCANULTY,2487,0.001,16835,1.46425747503441e-05,0.569464374615711
MCARDLE,4974,0.002,6534,2.92851495006882e-05,0.5694936597652117
MCATEE,4974,0.002,6954,2.92851495006882e-05,0.5695229449147124
MCATEER,2487,0.001,13223,1.46425747503441e-05,0.5695375874894628
MCAULEY,4974,0.002,7139,2.92851495006882e-05,0.5695668726389636
MCAULIFFE,2487,0.001,8272,1.46425747503441e-05,0.5695815152137139
MCAVOY,4974,0.002,6796,2.92851495006882e-05,0.5696108003632147
MCBEAN,2487,0.001,15129,1.46425747503441e-05,0.569625442937965
MCBETH,2487,0.001,10049,1.46425747503441e-05,0.5696400855127154
MCBRAYER,2487,0.001,8908,1.46425747503441e-05,0.5696547280874658
MCBRIDE,64662,0.026000000000000002,433,0.0003807069435089466,0.5700354350309748
MCBROOM,4974,0.002,5610,2.92851495006882e-05,0.5700647201804755
MCBRYDE,2487,0.001,9003,1.46425747503441e-05,0.5700793627552259
MCBURNEY,2487,0.001,8549,1.46425747503441e-05,0.5700940053299762
MCCAA,2487,0.001,17244,1.46425747503441e-05,0.5701086479047266
MCCABE,24870,0.01,1200,0.000146425747503441,0.57025507365223
MCCAFFERTY,4974,0.002,5609,2.92851495006882e-05,0.5702843588017308
MCCAFFERY,2487,0.001,13988,1.46425747503441e-05,0.5702990013764812
MCCAIN,22383,0.009000000000000001,1393,0.0001317831727530969,0.5704307845492342
MCCALEB,2487,0.001,7890,1.46425747503441e-05,0.5704454271239846
MCCALL,44766,0.018000000000000002,673,0.0002635663455061938,0.5707089934694908
MCCALLA,2487,0.001,7956,1.46425747503441e-05,0.5707236360442411
MCCAMMON,2487,0.001,9529,1.46425747503441e-05,0.5707382786189915
MCCAMPBELL,2487,0.001,16086,1.46425747503441e-05,0.5707529211937419
MCCANDLESS,4974,0.002,6069,2.92851495006882e-05,0.5707822063432426
MCCANE,2487,0.001,13987,1.46425747503441e-05,0.570796848917993
MCCANN,27357,0.011000000000000001,1084,0.0001610683222537851,0.5709579172402468
MCCARDLE,2487,0.001,10596,1.46425747503441e-05,0.5709725598149972
MCCARLEY,2487,0.001,7889,1.46425747503441e-05,0.5709872023897475
MCCARROLL,2487,0.001,10327,1.46425747503441e-05,0.5710018449644979
MCCARRON,2487,0.001,9310,1.46425747503441e-05,0.5710164875392483
MCCART,2487,0.001,12569,1.46425747503441e-05,0.5710311301139986
MCCARTHY,67149,0.027000000000000003,409,0.0003953495182592907,0.5714264796322579
MCCARTY,34818,0.013999999999999999,851,0.0002049960465048174,0.5716314756787627
MCCARVER,2487,0.001,8367,1.46425747503441e-05,0.5716461182535131
MCCARVILLE,2487,0.001,15416,1.46425747503441e-05,0.5716607608282634
MCCARY,4974,0.002,7317,2.92851495006882e-05,0.5716900459777642
MCCASLAND,2487,0.001,13986,1.46425747503441e-05,0.5717046885525146
MCCASLIN,4974,0.002,6533,2.92851495006882e-05,0.5717339737020153
MCCAUGHEY,2487,0.001,12182,1.46425747503441e-05,0.5717486162767657
MCCAULEY,22383,0.009000000000000001,1431,0.0001317831727530969,0.5718803994495187
MCCAULLEY,2487,0.001,16834,1.46425747503441e-05,0.5718950420242691
MCCAW,2487,0.001,13008,1.46425747503441e-05,0.5719096845990195
MCCAY,2487,0.001,9802,1.46425747503441e-05,0.5719243271737698
MCCHESNEY,4974,0.002,7391,2.92851495006882e-05,0.5719536123232706
MCCHRISTIAN,2487,0.001,13007,1.46425747503441e-05,0.571968254898021
MCCLAIN,52227,0.021,553,0.0003074940697572261,0.5722757489677782
MCCLAINE,2487,0.001,14551,1.46425747503441e-05,0.5722903915425286
MCCLARAN,2487,0.001,16085,1.46425747503441e-05,0.572305034117279
MCCLASKEY,2487,0.001,13461,1.46425747503441e-05,0.5723196766920293
MCCLAY,2487,0.001,12568,1.46425747503441e-05,0.5723343192667797
MCCLEAN,4974,0.002,7473,2.92851495006882e-05,0.5723636044162804
MCCLEERY,2487,0.001,12181,1.46425747503441e-05,0.5723782469910308
MCCLELLAN,22383,0.009000000000000001,1299,0.0001317831727530969,0.5725100301637839
MCCLENDON,22383,0.009000000000000001,1363,0.0001317831727530969,0.572641813336537
MCCLESKEY,2487,0.001,12777,1.46425747503441e-05,0.5726564559112873
MCCLOY,2487,0.001,14550,1.46425747503441e-05,0.5726710984860377
MCCLUNEY,2487,0.001,10735,1.46425747503441e-05,0.5726857410607881
MCCLURE,44766,0.018000000000000002,653,0.0002635663455061938,0.5729493074062942
MCCLURG,4974,0.002,6690,2.92851495006882e-05,0.572978592555795
MCCLUSKEY,4974,0.002,5948,2.92851495006882e-05,0.5730078777052957
MCCLUSKY,2487,0.001,16084,1.46425747503441e-05,0.5730225202800461
MCCOIN,2487,0.001,14829,1.46425747503441e-05,0.5730371628547964
MCCOLL,2487,0.001,16083,1.46425747503441e-05,0.5730518054295468
MCCOLLISTER,2487,0.001,14549,1.46425747503441e-05,0.5730664480042972
MCCOLLOM,2487,0.001,14244,1.46425747503441e-05,0.5730810905790475
MCCOLLOUGH,2487,0.001,7592,1.46425747503441e-05,0.5730957331537979
MCCOLLUM,19896,0.008,1507,0.0001171405980027528,0.5732128737518006
MCCOMAS,4974,0.002,6854,2.92851495006882e-05,0.5732421589013014
MCCOMB,2487,0.001,7665,1.46425747503441e-05,0.5732568014760517
MCCONKEY,2487,0.001,16434,1.46425747503441e-05,0.5732714440508021
MCCONNELL,39792,0.016,722,0.0002342811960055056,0.5735057252468077
MCCONVILLE,2487,0.001,12378,1.46425747503441e-05,0.573520367821558
MCCORD,22383,0.009000000000000001,1394,0.0001317831727530969,0.5736521509943111
MCCORMICK,62175,0.025,449,0.0003660643687586025,0.5740182153630697
MCCOURT,2487,0.001,7591,1.46425747503441e-05,0.5740328579378201
MCCOWAN,4974,0.002,7194,2.92851495006882e-05,0.5740621430873208
MCCOWN,4974,0.002,5119,2.92851495006882e-05,0.5740914282368216
MCCOY,119376,0.048,218,0.0007028435880165169,0.5747942718248381
MCCRACKEN,17409,0.006999999999999999,1754,0.0001024980232524087,0.5748967698480906
MCCRADY,2487,0.001,18094,1.46425747503441e-05,0.5749114124228409
MCCRAE,2487,0.001,9214,1.46425747503441e-05,0.5749260549975913
MCCRANEY,2487,0.001,11187,1.46425747503441e-05,0.5749406975723417
MCCRANIE,2487,0.001,15128,1.46425747503441e-05,0.574955340147092
MCCRAW,4974,0.002,6213,2.92851495006882e-05,0.5749846252965928
MCCRAY,32331,0.013000000000000001,942,0.0001903534717544733,0.5751749787683472
MCCREA,4974,0.002,5090,2.92851495006882e-05,0.575204263917848
MCCREADY,2487,0.001,7740,1.46425747503441e-05,0.5752189064925983
MCCREE,2487,0.001,10456,1.46425747503441e-05,0.5752335490673487
MCCREERY,2487,0.001,13460,1.46425747503441e-05,0.5752481916420991
MCCREIGHT,2487,0.001,15745,1.46425747503441e-05,0.5752628342168494
MCCRIMMON,2487,0.001,11667,1.46425747503441e-05,0.5752774767915998
MCCROSKEY,2487,0.001,16082,1.46425747503441e-05,0.5752921193663502
MCCROY,2487,0.001,18093,1.46425747503441e-05,0.5753067619411005
MCCUBBIN,2487,0.001,9309,1.46425747503441e-05,0.5753214045158509
MCCULLAR,2487,0.001,10455,1.46425747503441e-05,0.5753360470906013
MCCULLEN,2487,0.001,11342,1.46425747503441e-05,0.5753506896653516
MCCULLERS,2487,0.001,14548,1.46425747503441e-05,0.575365332240102
MCCULLEY,4974,0.002,5051,2.92851495006882e-05,0.5753946173896027
MCCULLOUGH,39792,0.016,739,0.0002342811960055056,0.5756288985856083
MCCULLUM,2487,0.001,8812,1.46425747503441e-05,0.5756435411603587
MCCULLY,2487,0.001,7664,1.46425747503441e-05,0.575658183735109
MCCUMBER,2487,0.001,15127,1.46425747503441e-05,0.5756728263098594
MCCURLEY,2487,0.001,11492,1.46425747503441e-05,0.5756874688846098
MCCUSKER,2487,0.001,9104,1.46425747503441e-05,0.5757021114593601
MCCUTCHEN,4974,0.002,6795,2.92851495006882e-05,0.5757313966088609
MCDANIEL,89532,0.036000000000000004,302,0.0005271326910123876,0.5762585292998732
MCDAVID,4974,0.002,6212,2.92851495006882e-05,0.5762878144493739
MCDERMOTT,24870,0.01,1212,0.000146425747503441,0.5764342401968774
MCDEVITT,4974,0.002,5397,2.92851495006882e-05,0.5764635253463781
MCDILL,2487,0.001,13222,1.46425747503441e-05,0.5764781679211285
MCDOLE,2487,0.001,16833,1.46425747503441e-05,0.5764928104958789
MCDONAGH,2487,0.001,15415,1.46425747503441e-05,0.5765074530706292
MCDONALD,186525,0.075,117,0.0010981931062758075,0.577605646176905
MCDONELL,2487,0.001,15126,1.46425747503441e-05,0.5776202887516554
MCDONOUGH,19896,0.008,1604,0.0001171405980027528,0.5777374293496581
MCDORMAN,2487,0.001,16081,1.46425747503441e-05,0.5777520719244085
MCDOUGALD,2487,0.001,8548,1.46425747503441e-05,0.5777667144991588
MCDOUGLE,2487,0.001,10194,1.46425747503441e-05,0.5777813570739092
MCDOWELL,47253,0.019,626,0.0002782089202565379,0.5780595659941657
MCDUFF,2487,0.001,17665,1.46425747503441e-05,0.5780742085689161
MCDUFFY,2487,0.001,11822,1.46425747503441e-05,0.5780888511436665
MCEACHERN,4974,0.002,6689,2.92851495006882e-05,0.5781181362931672
MCEACHIN,2487,0.001,15414,1.46425747503441e-05,0.5781327788679176
MCELFRESH,2487,0.001,11999,1.46425747503441e-05,0.578147421442668
MCELHANEY,4974,0.002,5333,2.92851495006882e-05,0.5781767065921687
MCELHANNON,2487,0.001,18092,1.46425747503441e-05,0.578191349166919
MCELLIGOTT,2487,0.001,14243,1.46425747503441e-05,0.5782059917416694
MCELRATH,2487,0.001,8712,1.46425747503441e-05,0.5782206343164198
MCELROY,24870,0.01,1240,0.000146425747503441,0.5783670600639232
MCELVAIN,2487,0.001,14828,1.46425747503441e-05,0.5783817026386736
MCELVEEN,2487,0.001,10048,1.46425747503441e-05,0.578396345213424
MCELWAIN,2487,0.001,13006,1.46425747503441e-05,0.5784109877881743
MCELWEE,2487,0.001,15413,1.46425747503441e-05,0.5784256303629247
MCELYEA,2487,0.001,10193,1.46425747503441e-05,0.5784402729376751
MCENTEE,2487,0.001,10454,1.46425747503441e-05,0.5784549155124254
MCENTIRE,2487,0.001,8271,1.46425747503441e-05,0.5784695580871758
MCEVOY,4974,0.002,5364,2.92851495006882e-05,0.5784988432366766
MCEWAN,2487,0.001,13985,1.46425747503441e-05,0.5785134858114269
MCFADDEN,32331,0.013000000000000001,949,0.0001903534717544733,0.5787038392831814
MCFADDIN,2487,0.001,14547,1.46425747503441e-05,0.5787184818579317
MCFALLS,2487,0.001,11186,1.46425747503441e-05,0.5787331244326821
MCFARLAND,37305,0.015,816,0.00021963862125516152,0.5789527630539373
MCFARLIN,4974,0.002,7138,2.92851495006882e-05,0.578982048203438
MCFARREN,2487,0.001,15412,1.46425747503441e-05,0.5789966907781884
MCFEE,2487,0.001,15411,1.46425747503441e-05,0.5790113333529388
MCFERREN,2487,0.001,16832,1.46425747503441e-05,0.5790259759276891
MCGAHA,2487,0.001,7663,1.46425747503441e-05,0.5790406185024395
MCGAHAN,2487,0.001,12377,1.46425747503441e-05,0.5790552610771899
MCGAHEY,2487,0.001,17664,1.46425747503441e-05,0.5790699036519402
MCGANN,2487,0.001,7739,1.46425747503441e-05,0.5790845462266906
MCGARITY,2487,0.001,17663,1.46425747503441e-05,0.579099188801441
MCGARRY,4974,0.002,6068,2.92851495006882e-05,0.5791284739509417
MCGARVEY,2487,0.001,11185,1.46425747503441e-05,0.5791431165256921
MCGARY,2487,0.001,7590,1.46425747503441e-05,0.5791577591004424
MCGAUGH,2487,0.001,17243,1.46425747503441e-05,0.5791724016751928
MCGAUGHEY,2487,0.001,11491,1.46425747503441e-05,0.5791870442499432
MCGEE,77097,0.031,356,0.00045391981726066713,0.5796409640672038
MCGEEHAN,2487,0.001,16831,1.46425747503441e-05,0.5796556066419541
MCGEORGE,2487,0.001,13221,1.46425747503441e-05,0.5796702492167045
MCGHEE,27357,0.011000000000000001,1132,0.0001610683222537851,0.5798313175389583
MCGHIE,2487,0.001,15125,1.46425747503441e-05,0.5798459601137087
MCGILL,24870,0.01,1247,0.000146425747503441,0.5799923858612122
MCGINLEY,4974,0.002,5947,2.92851495006882e-05,0.5800216710107129
MCGINN,4974,0.002,5089,2.92851495006882e-05,0.5800509561602136
MCGINNIS,27357,0.011000000000000001,1110,0.0001610683222537851,0.5802120244824674
MCGINTY,4974,0.002,5363,2.92851495006882e-05,0.5802413096319682
MCGLADE,2487,0.001,17662,1.46425747503441e-05,0.5802559522067186
MCGLONE,2487,0.001,9528,1.46425747503441e-05,0.5802705947814689
MCGLOTHIN,2487,0.001,15124,1.46425747503441e-05,0.5802852373562193
MCGLOTHLIN,4974,0.002,6429,2.92851495006882e-05,0.58031452250572
MCGLYNN,4974,0.002,7193,2.92851495006882e-05,0.5803438076552208
MCGOLDRICK,2487,0.001,13005,1.46425747503441e-05,0.5803584502299711
MCGONAGLE,2487,0.001,13984,1.46425747503441e-05,0.5803730928047215
MCGONIGAL,2487,0.001,18573,1.46425747503441e-05,0.5803877353794719
MCGOWAN,32331,0.013000000000000001,905,0.0001903534717544733,0.5805780888512263
MCGOWEN,2487,0.001,9663,1.46425747503441e-05,0.5805927314259767
MCGRADY,2487,0.001,11490,1.46425747503441e-05,0.580607374000727
MCGRAIL,2487,0.001,15744,1.46425747503441e-05,0.5806220165754774
MCGRANE,2487,0.001,11666,1.46425747503441e-05,0.5806366591502278
MCGRATH,27357,0.011000000000000001,1120,0.0001610683222537851,0.5807977274724816
MCGRAW,19896,0.008,1469,0.0001171405980027528,0.5809148680704843
MCGRAY,2487,0.001,18572,1.46425747503441e-05,0.5809295106452347
MCGREEVY,2487,0.001,16433,1.46425747503441e-05,0.580944153219985
MCGRUDER,2487,0.001,8459,1.46425747503441e-05,0.5809587957947354
MCGUFFIN,2487,0.001,13459,1.46425747503441e-05,0.5809734383694858
MCGUIGAN,2487,0.001,8907,1.46425747503441e-05,0.5809880809442362
MCGUINNESS,4974,0.002,6745,2.92851495006882e-05,0.5810173660937369
MCGUIRE,57201,0.023,494,0.00033677921925791434,0.5813541453129948
MCGURK,2487,0.001,15410,1.46425747503441e-05,0.5813687878877452
MCHALE,4974,0.002,5774,2.92851495006882e-05,0.5813980730372459
MCHANEY,2487,0.001,12776,1.46425747503441e-05,0.5814127156119963
MCHONE,2487,0.001,10326,1.46425747503441e-05,0.5814273581867466
MCILVAIN,2487,0.001,13710,1.46425747503441e-05,0.581442000761497
MCILWAIN,2487,0.001,7662,1.46425747503441e-05,0.5814566433362474
MCINERNEY,2487,0.001,8906,1.46425747503441e-05,0.5814712859109977
MCINTOSH,39792,0.016,735,0.0002342811960055056,0.5817055671070033
MCINTURFF,2487,0.001,10192,1.46425747503441e-05,0.5817202096817536
MCINTYRE,37305,0.015,782,0.00021963862125516152,0.5819398483030088
MCIVER,4974,0.002,6167,2.92851495006882e-05,0.5819691334525096
MCJUNKIN,2487,0.001,11821,1.46425747503441e-05,0.5819837760272599
MCKAIN,2487,0.001,10047,1.46425747503441e-05,0.5819984186020103
MCKAMEY,2487,0.001,8811,1.46425747503441e-05,0.5820130611767607
MCKAY,34818,0.013999999999999999,849,0.0002049960465048174,0.5822180572232655
MCKEAN,4974,0.002,5903,2.92851495006882e-05,0.5822473423727662
MCKECHNIE,2487,0.001,14827,1.46425747503441e-05,0.5822619849475166
MCKEE,42279,0.017,699,0.00024892377075584973,0.5825109087182724
MCKEEHAN,2487,0.001,9422,1.46425747503441e-05,0.5825255512930227
MCKEEL,2487,0.001,12567,1.46425747503441e-05,0.5825401938677731
MCKEEN,2487,0.001,15409,1.46425747503441e-05,0.5825548364425235
MCKELLAR,4974,0.002,7472,2.92851495006882e-05,0.5825841215920242
MCKELVEY,4974,0.002,5187,2.92851495006882e-05,0.582613406741525
MCKELVY,2487,0.001,14826,1.46425747503441e-05,0.5826280493162753
MCKENNA,19896,0.008,1603,0.0001171405980027528,0.582745189914278
MCKENNY,2487,0.001,14825,1.46425747503441e-05,0.5827598324890284
MCKENZIE,57201,0.023,490,0.00033677921925791434,0.5830966117082863
MCKERNAN,2487,0.001,12775,1.46425747503441e-05,0.5831112542830367
MCKEY,2487,0.001,14824,1.46425747503441e-05,0.583125896857787
MCKIBBEN,4974,0.002,6794,2.92851495006882e-05,0.5831551820072878
MCKIE,2487,0.001,9308,1.46425747503441e-05,0.5831698245820381
MCKILLIP,2487,0.001,13709,1.46425747503441e-05,0.5831844671567885
MCKIM,4974,0.002,6904,2.92851495006882e-05,0.5832137523062892
MCKINLEY,22383,0.009000000000000001,1325,0.0001317831727530969,0.5833455354790423
MCKINNEY,94506,0.038,285,0.0005564178405130758,0.5839019533195554
MCKINNIE,2487,0.001,9934,1.46425747503441e-05,0.5839165958943058
MCKINNIS,2487,0.001,11820,1.46425747503441e-05,0.5839312384690561
MCKINNON,14922,0.006,1986,8.785544850206461e-05,0.5840190939175582
MCKINSEY,2487,0.001,10869,1.46425747503441e-05,0.5840337364923086
MCKINSTRY,2487,0.001,13220,1.46425747503441e-05,0.584048379067059
MCKINZIE,2487,0.001,7524,1.46425747503441e-05,0.5840630216418093
MCKISSACK,2487,0.001,15408,1.46425747503441e-05,0.5840776642165597
MCKISSICK,2487,0.001,7738,1.46425747503441e-05,0.5840923067913101
MCKITTRICK,2487,0.001,14823,1.46425747503441e-05,0.5841069493660604
MCKNIGHT,39792,0.016,754,0.0002342811960055056,0.584341230562066
MCKOWN,2487,0.001,8366,1.46425747503441e-05,0.5843558731368164
MCKOY,4974,0.002,5118,2.92851495006882e-05,0.5843851582863171
MCLACHLAN,2487,0.001,16830,1.46425747503441e-05,0.5843998008610675
MCLAIN,14922,0.006,1966,8.785544850206461e-05,0.5844876563095696
MCLAMB,2487,0.001,10325,1.46425747503441e-05,0.5845022988843199
MCLAREN,4974,0.002,5531,2.92851495006882e-05,0.5845315840338207
MCLAUGHLIN,64662,0.026000000000000002,440,0.0003807069435089466,0.5849122909773297
MCLAWHORN,2487,0.001,16432,1.46425747503441e-05,0.58492693355208
MCLEAN,44766,0.018000000000000002,668,0.0002635663455061938,0.5851904998975862
MCLELLAN,4974,0.002,5050,2.92851495006882e-05,0.5852197850470869
MCLELLAND,2487,0.001,16431,1.46425747503441e-05,0.5852344276218373
MCLENNAN,2487,0.001,15743,1.46425747503441e-05,0.5852490701965877
MCLEOD,32331,0.013000000000000001,958,0.0001903534717544733,0.5854394236683421
MCLEROY,2487,0.001,18571,1.46425747503441e-05,0.5854540662430925
MCLIN,2487,0.001,8458,1.46425747503441e-05,0.5854687088178429
MCLOUD,2487,0.001,14242,1.46425747503441e-05,0.5854833513925932
MCLOUGHLIN,2487,0.001,7523,1.46425747503441e-05,0.5854979939673436
MCMAHON,29844,0.012,990,0.00017571089700412921,0.5856737048643477
MCMAKIN,2487,0.001,17242,1.46425747503441e-05,0.585688347439098
MCMANIS,2487,0.001,11665,1.46425747503441e-05,0.5857029900138484
MCMANN,2487,0.001,9213,1.46425747503441e-05,0.5857176325885988
